county,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"MS, Oktibbeha",,4,,0,0,,1,,,,,,,,,,0,1,,
"MS, Panola",,1,0,1,,1,1,1,,,,2,0,,,,0,,,1
"MS, Pearl River",,3,5,,0,1,2,1,2,,7,2,,,,,,1,,
"MS, Perry",,0,3,,1,1,1,,,,,4,,,,1,1,,,
"MS, Pike",,9,1,1,1,5,,,1,,0,1,1,0,0,,0,,,
"MS, Pontotoc",0,1,,,0,0,1,,,,,0,,0,,,0,,,
"MS, Prentiss",,0,,0,,,,,1,,,,,,,,,,,
"MS, Quitman",,1,,0,,,,,1,,,,,,,,,,,
"MS, Rankin",,12,1,5,10,18,15,2,7,,6,45,5,5,8,4,7,3,1,1
"MS, Scott",,5,1,0,,2,4,1,,1,,1,,,,1,2,0,,
"MS, Sharkey",,0,,,,,,,,,,,,,,,,,,
"MS, Simpson",,4,0,1,0,1,,1,,,,1,,,2,0,,,,
"MS, Smith",,0,0,,,0,1,,,,,2,,,,0,,,1,
"MS, Stone",,1,0,,,1,1,,,,,2,,,,1,,,,
"MS, Sunflower",,2,,,2,2,1,,,,1,9,,,,1,1,0,0,0
"MS, Tallahatchie",,3,,0,,2,2,,,1,1,,,,,,,,,
"MS, Tate",,2,0,0,,0,,,,1,1,0,0,,,,,,,
"MS, Tippah",,0,,,,,,,,0,,1,,,,,,,,
"MS, Tishomingo",,0,0,,0,,,,,,,,,,,,,,,
"MS, Tunica",,0,0,,,,,,,,,,,,,,,,,
"MS, Union",,0,0,0,,,,,,,,,,,,,,,,
"MS, Walthall",,0,1,,,2,1,,,,,3,,,,,,1,,
"MS, Warren",,2,1,0,2,4,2,,,,,3,,,,,0,,,
"MS, Washington",,5,6,6,1,2,2,0,2,,2,3,0,1,1,,0,2,0,0
"MS, Wayne",,0,0,,,8,2,,,,1,4,1,,,,,,,
"MS, Webster",,0,0,0,0,0,,,,,,,,,,,,,,
"MS, Wilkinson",,0,,,,,,,,,,,,,,,1,,,
"MS, Winston",,0,,0,,0,,,,,1,1,0,,,,0,,,
"MS, Yalobusha",,0,,,,,,,,,,,,,,,,1,,
"MS, Yazoo",,3,0,1,,0,2,,,,,7,,1,1,,1,1,,
"MT, Beaverhead",,,0,,,,,,,,,,,,,,,0,,
"MT, Big Horn",,0,12,,,1,4,1,,,,,1,1,,0,1,,,
"MT, Blaine",,0,7,0,0,0,7,0,,,1,0,1,0,,0,0,3,0,
"MT, Broadwater",,,0,,0,,,,,,,,,,,,,0,,
"MT, Carbon",,0,1,1,,0,0,,,,,0,1,,,0,0,1,,
"MT, Carter",,0,3,,,,,,,,,,,,,,,,,
"MT, Cascade",,,10,0,,5,11,1,0,,,0,1,0,1,0,0,12,0,
"MT, Chouteau",,0,1,,,,8,,,,,2,,,,,,1,,
"MT, Custer",,0,14,4,10,1,13,,,,,2,6,,0,,0,2,1,1
"MT, Daniels",,,0,,,,,,,,,,,,,,,,,
"MT, Dawson",,0,9,,,2,4,,,,,,,,0,4,,,,
"MT, Fallon",,0,6,,,,2,,,,,,0,,,,,,,
"MT, Fergus",,,1,,,,1,,,,,,,,,,,0,,
"MT, Flathead",,,,,,2,,,0,,,,,,,,,,0,
"MT, Gallatin",,,1,0,,3,0,,,,,,0,0,0,,1,0,,
"MT, Garfield",,0,4,,1,,0,,1,,,,,,,0,,1,,
"MT, Glacier",,,1,,,0,2,,,,,,0,0,,,,0,,
"MT, Golden Valley",,,,,,,,,,,,,,,,,0,0,,
"MT, Hill",,0,9,0,1,,13,,,,,,4,1,,,0,2,,
"MT, Jefferson",,,,,,,0,0,,,,,,,0,,,,,
"MT, Judith Basin",,,,,,,0,,,,,,,,,,,0,,
"MT, Lake",,,0,,,0,0,1,1,,,,,,,0,1,1,0,
"MT, Lewis And Clark",,,1,0,0,0,9,0,,,,,0,,,,1,2,1,
"MT, Liberty",,,,1,,,1,,,,,,1,,,,,,,
"MT, Lincoln",,,,,,,0,,,,,,,,,,,,,
"MT, Madison",,,,,,1,,0,,,,,,,,,1,,,
"MT, Mccone",,0,1,,,,5,,,,,,1,0,0,1,2,3,,
"MT, Mineral",,,,,,,1,,,,,,,,,,,,,
"MT, Missoula",,,,0,,2,1,,0,,,,,,,,,,,
"MT, Musselshell",,0,0,,1,,1,,,,,,0,,,,,0,,
"MT, Park",,0,1,,,,1,,,,,,0,,,,,,,
"MT, Petroleum",,0,,,,,1,,,,,,0,,,,,,,
"MT, Phillips",,0,3,,1,0,16,,,,,0,0,,0,0,0,0,,
"MT, Pondera",,,2,0,,1,3,,,,,0,0,,,,,1,,
"MT, Powder River",,0,4,,,,1,,,,,0,2,,,,,0,,
"MT, Powell",,,,,,,0,,,,,,,,,,,,,
"MT, Prairie",,0,10,0,0,,3,,,,,1,0,,,0,0,,,
"MT, Ravalli",,,,,,1,1,,,,,,1,,0,0,,1,,
"MT, Richland",,0,12,0,1,,8,1,,,,1,0,,0,,1,1,,
"MT, Roosevelt",,0,24,,1,1,16,,,,,,,,1,,,1,,
"MT, Rosebud",,1,11,,2,1,6,,,,,,,,,,,0,,0
"MT, Sanders",,,,,,1,0,,3,,,,,,,,0,0,1,
"MT, Sheridan",,0,11,0,1,,4,0,,0,,0,1,,0,1,,,0,
"MT, Silver Bow",,,,,,,,,,,,,1,,,,,,,
"MT, Stillwater",,0,3,,,4,5,,,,,,1,,,,1,,,
"MT, Sweet Grass",,,1,,,,,,,,,,,,,,,,,
"MT, Teton",,,0,,0,,5,,,,,,0,1,,,,1,,
"MT, Toole",,,,,,,2,,,,,,1,,,,1,3,,
"MT, Treasure",,0,3,,,,1,,,,,,1,,,,,,,
"MT, Valley",,0,17,,3,,16,1,0,,,,2,1,,0,0,4,0,0
"MT, Wheatland",,,0,,,,1,,,,,,0,,,,,0,,
"MT, Wibaux",,0,3,,,,2,,,,,,1,0,1,,,,,
"MT, Yellowstone",,1,36,0,3,8,27,,,,,0,11,1,,0,1,7,0,
"NC, Alamance",,0,0,,,,,,,,1,,0,,,,1,,,
"NC, Alexander",,0,0,,,,,,,,,,,,,,,,,
"NC, Alleghany",,0,0,,,,,,,,,,,,,,,,,
"NC, Anson",,0,0,,,,,,,,,,,,,,,,,
"NC, Ashe",,,0,,,,,,,,,,,,,,,1,,
"NC, Beaufort",,0,1,,,0,,,,,,,,0,,,,,,
"NC, Bertie",,,0,,,,,,,,,,,,,,,,,
"NC, Bladen",,,0,,,,,,,,,,,,,,,,,
"NC, Brunswick",,0,0,,,,1,,,,,,0,,0,,,,0,
"NC, Buncombe",,0,0,,0,,,,,,,,,,,,,,,
"NC, Burke",,0,0,,,,,,,,,,,,,,1,,,
"NC, Cabarrus",0,0,0,0,0,,,,,,,1,,,,,,,,
"NC, Caldwell",,0,0,,,,,,,,,,,,,,,,,
"NC, Camden",0,0,0,,,,,,,,,,,,,,,,,0
"NC, Carteret",,,1,,0,,,,,,,,,,,,,,,
"NC, Caswell",,0,0,,,,,,,,,,,,,,,,,
"NC, Catawba",,0,0,,,,,,,,,,,,,,1,2,,
"NC, Chatham",,0,0,,,,,,,,,,,,,,,,,
"NC, Cherokee",,,0,,,,,,,,,,,,,,,,,
"NC, Chowan",0,0,0,,,,,,0,,,,,,,,,,,
"NC, Clay",,0,1,,,,,,,,,,,,,,,,,
"NC, Cleveland",,0,0,1,,,,,,,,,,,,,,,,
"NC, Columbus",,0,1,0,,,,,,0,,,,,,,0,,,
"NC, Craven",,,1,0,,0,,,,,,,,,1,,,,,
"NC, Cumberland",,0,3,0,1,,,,,,,,,,1,,,1,,
"NC, Currituck",0,0,0,,,,1,,,,,,,,,,,1,,
"NC, Dare",,0,1,,,,,,,,,,,,,,,,,
"NC, Davidson",,0,0,,,,,,,,,0,,,,,,,,
"NC, Davie",,0,1,,,,,,,,,,,,,,,0,,
"NC, Duplin",,0,0,,0,,,,,,,,,,,,,,,
"NC, Durham",,0,1,,,,,,,,,1,,,1,,,,,
"NC, Edgecombe",,0,,,,,,,,,,,,,,,,,,
"NC, Forsyth",,0,0,0,,,,,,,,1,,,,,1,0,0,
"NC, Franklin",,0,1,,,,,,,,,,,,,,,,,
"NC, Gaston",,0,0,,,,,,,,,,,,,,,,,
"NC, Gates",,0,0,,,,,,,,,,,,,,,,,
"NC, Granville",,0,0,,,,,,,,,,,,,,,,,
"NC, Greene",,,0,,,,,,,,,,,,,,,,,
"NC, Guilford",,0,0,,,,,2,,,1,,,,,,1,1,,
"NC, Halifax",,0,0,,,,,,,,,,,,,,,,,
"NC, Harnett",,0,1,,,,,,,,,,,,,,,,,
"NC, Haywood",,0,,,,,,,,,,,,,,,,,1,
"NC, Henderson",,0,0,,0,,,,,,,,,,,,,,,
"NC, Hertford",,0,0,,,,,,,,,,,,,,1,,,
"NC, Hoke",,,0,,,,,,,,,,,,,,,,,
"NC, Hyde",0,0,1,,,,,,,,,,,,,,,,,
"NC, Iredell",,0,2,,,,,,,,,,,,,,,,,
"NC, Jackson",,0,1,,,,,,,,,,,,,,,,,
"NC, Johnston",,0,0,0,,,,,,,,,,,,,,0,,
"NC, Jones",,,0,0,,,,,,,,,,,,,,,,
"NC, Lee",,0,,,,,,,,,,,,,,,,,,
"NC, Lenoir",,0,1,,,,1,,,,,,,,,,,,,
"NC, Lincoln",,0,0,,,,,,,,,,,,0,,,,,
"NC, Macon",,0,0,,,,,,,,,,,,,,,,,
"NC, Madison",,,0,,,,,,,,,,,,,,,,,
"NC, Martin",,0,0,,,,,,,,,,,,,,,,,
"NC, Mcdowell",,0,0,,,,,,,,,,,,,,,,,
"NC, Mecklenburg",0,1,3,1,2,1,,,,,,1,1,,1,2,1,2,,1
"NC, Mitchell",,0,0,,,,,,,,,,,,,,,,,
"NC, Montgomery",,0,0,,,,,,,,,,,,,,1,,,
"NC, Moore",,0,0,,,,,,,,,,,,,,,,,
"NC, Nash",,0,0,,,,,,,,,,1,,,,,,,
"NC, New Hanover",,0,0,,,,,,,,,0,,,,,0,1,0,
"NC, Northampton",,0,0,,,,,,,,,,,,,,,,,
"NC, Onslow",,,0,1,,,,,,,,,,,,,,,,
"NC, Orange",,0,0,,,,,,,,,,,,,,,,,
"NC, Pamlico",,,0,,0,,,,,,,,,,,,,,,
"NC, Pasquotank",0,0,0,,,,1,,,,,,,,,,,,,
"NC, Pender",,0,0,,,,,,,,,,,,,,,0,,
"NC, Perquimans",,0,0,,,,,,,,,,,,,,,,,
"NC, Person",,0,0,,,,,,,,,,0,,,,,,,
"NC, Pitt",0,0,,,1,,,,,,,1,,,,,,,,
"NC, Polk",,0,0,,,,,,,,,,,,,,,,,
"NC, Randolph",,0,0,,,,1,,,,,,,,,,,,,
"NC, Richmond",,0,0,,,,,,,,,,,,,,,,,
"NC, Robeson",,0,0,0,,,,,,,,,,,,,,,,
"NC, Rockingham",,0,0,,,,,,,0,,,,,,,,,,
"NC, Rowan",,0,0,,,,1,,,,,,,,,,,,,
"NC, Rutherford",,0,0,,,,,,,,,,,,,,,,,
"NC, Sampson",,,0,,,,,,,,,,,,,,,,,
"NC, Scotland",,,,,,,,,,,,1,,,,,,,,
"NC, Stanly",,0,0,,,,,,,,,,,,,,,,,
"NC, Stokes",,0,0,,,,,,,,,,,,,,,,,
"NC, Surry",,0,0,,,,,,,,,0,,,,,,0,,
"NC, Swain",,,0,,,,,,,,,,,,,,,,,
"NC, Transylvania",,0,0,,,,,,,,,,,,,,,,,
"NC, Tyrrell",0,,0,,,,,,,,,,,,,,,,,
"NC, Union",,0,0,,,,,,,,,0,,,,,,,,
"NC, Vance",,1,0,,,,,,,,,,,,,,0,,,
"NC, Wake",,0,3,,,,1,,,,,,,0,0,,,1,,
"NC, Warren",,0,0,,,,,,,,,,,,,,,,,
"NC, Washington",,,0,,,,,,,,,,,,,,,,,
"NC, Watauga",,,0,,,,1,1,,,,,,,,,,,,
"NC, Wayne",,,,,,,,,,,,1,,,,,,,,
"NC, Wilkes",,0,0,,,0,,,,,,,,,,,,,,
"NC, Wilson",,0,0,,,,,,,,,,1,,,,,,,
"NC, Yadkin",,0,,,0,,,,,,,,,,,,,0,,
"ND, Adams",,0,7,,,,2,,,,,,1,,,,,1,,
"ND, Barnes",,2,4,,0,1,3,,,,,9,3,1,,3,1,1,,
"ND, Benson",,0,3,1,1,4,3,1,,,,1,,,1,1,1,1,,
"ND, Billings",,0,1,,,,,,,,,,,,,,,1,,
"ND, Bottineau",,0,5,0,,1,1,1,,1,,0,2,,1,,1,1,,
"ND, Bowman",,0,11,0,1,0,7,,,,,,,,,2,,1,,
"ND, Burke",,0,5,1,,1,3,,,,,,,,1,,,2,,
"ND, Burleigh",,0,98,3,15,63,55,6,1,2,,11,23,5,6,7,8,69,2,
"ND, Cass",,4,32,0,12,8,49,2,,,,8,17,2,0,21,4,16,,
"ND, Cavalier",,0,1,0,,1,2,1,,,0,,,,,,,1,,
"ND, Dickey",,1,18,0,2,2,10,1,,,,7,3,,1,3,,0,,
"ND, Divide",,,1,1,2,,1,,,,,,,,,,,,,
"ND, Dunn",,0,13,1,,,4,,,,,,2,,0,1,,1,,
"ND, Eddy",,0,2,0,1,,1,,,,,1,,,,,,,,
"ND, Emmons",,0,7,1,1,,5,,,0,,3,2,2,,0,,1,,
"ND, Foster",,1,6,,2,1,,0,,,,1,,,0,1,,2,,
"ND, Golden Valley",,0,0,,,,2,,,,,,,,,,1,,1,
"ND, Grand Forks",,1,2,0,2,2,3,1,,,,3,3,1,1,5,0,6,1,
"ND, Grant",,0,7,0,1,1,3,1,,,,0,3,,,,,1,,
"ND, Griggs",,0,3,0,,,2,,,,,0,1,,,1,1,,,
"ND, Hettinger",,0,3,,,1,2,1,,,,,,1,0,,,1,,1
"ND, Kidder",,0,3,,1,,,,,,,,,,,,,,,
"ND, La Moure",,0,26,,1,,5,,,,,6,3,,,,1,4,,
"ND, Logan",,0,4,,,1,,,,,,,1,1,,,,,,
"ND, Mchenry",,0,18,0,0,2,3,,,,,1,2,0,,1,1,4,1,
"ND, Mcintosh",,0,4,,2,1,,1,,0,,3,1,,,3,,,,
"ND, Mckenzie",,0,10,,1,,3,2,,,,0,2,,,,8,3,,
"ND, Mclean",,2,28,1,4,2,13,1,,,,4,8,,6,1,2,4,,2
"ND, Mercer",,0,17,3,2,5,12,2,,,,,5,1,1,2,2,5,1,1
"ND, Morton",,1,48,0,7,14,23,5,,1,1,1,3,4,1,5,3,19,,
"ND, Mountrail",,0,6,0,2,1,7,,,,,,,1,,,6,7,,0
"ND, Nelson",,0,2,0,1,,2,1,0,,,2,,0,,,,1,,
"ND, Oliver",,0,7,,,1,3,,,,,,,,,,1,,,
"ND, Pembina",,0,0,,1,,3,,,0,0,0,,,,,,0,,
"ND, Pierce",,0,2,0,,,5,,,,,,,,,1,2,,,
"ND, Ramsey",,0,12,0,0,6,6,0,,,1,5,2,,,2,1,5,,
"ND, Ransom",,0,11,0,,2,6,,,,,3,2,,1,1,1,1,,
"ND, Renville",,0,7,0,,,1,,,,,0,,,,,,,,
"ND, Richland",,0,11,1,1,2,10,1,,1,,3,10,2,0,2,2,1,0,
"ND, Rolette",,0,3,,1,,3,,0,,,,,,,,,,,
"ND, Sargent",,0,14,1,1,2,6,,,,,1,3,,,2,,1,,1
"ND, Sheridan",,0,6,,,0,1,,,,,1,,,,1,,1,,
"ND, Sioux",,0,6,,1,,5,2,,,,,,,,1,,2,,
"ND, Slope",,0,2,,,,1,,,,,,,,,,,,,
"ND, Stark",,0,22,2,0,2,18,,,,,0,6,0,,,4,6,0,1
"ND, Steele",,0,0,,,,2,,,,,3,,,,,1,,,
"ND, Stutsman",,2,30,,5,4,21,1,,1,1,8,7,1,1,3,1,6,0,
"ND, Towner",,0,2,1,,0,1,,,,1,,,,,,,,,
"ND, Traill",,1,2,,2,,6,,,,,2,,,,2,1,1,1,
"ND, Walsh",,2,7,,2,2,4,1,,,0,1,2,,,1,2,,,
"ND, Ward",,0,44,2,8,1,25,,,2,0,,5,,2,6,2,15,1,1
"ND, Wells",,0,5,1,,1,4,1,,1,,,2,0,,4,,1,,
"ND, Williams",,0,29,0,3,2,12,4,,,,1,1,1,0,2,4,11,1,
"NE, Adams",,1,123,6,18,9,6,3,4,0,0,7,2,4,1,0,1,0,0,
"NE, Antelope",,0,3,0,1,0,4,,,,,1,1,,,2,,,,
"NE, Arthur",,0,0,,,,0,,,,,0,,,,,,,,
"NE, Banner",,0,,,1,,1,,1,,,,,1,,1,,,,
"NE, Blaine",,0,2,,,,,,,,,1,1,,,,,,,
"NE, Boone",,2,24,1,2,2,4,,,1,0,4,2,1,3,1,,1,,
"NE, Box Butte",,0,13,,3,,2,,1,0,,2,6,2,3,1,1,1,1,
"NE, Boyd",,0,5,,,,,,0,,,1,1,,1,,,,1,
"NE, Brown",,0,15,,4,5,,,,1,,4,2,3,1,,,,,
"NE, Buffalo",,7,167,4,13,28,6,0,1,2,,6,13,11,2,0,2,5,1,1
"NE, Burt",,1,4,1,1,0,3,,0,1,,0,1,1,,,,1,,
"NE, Butler",,0,11,0,2,1,1,1,0,0,,3,2,,2,1,,4,,
"NE, Cass",,1,2,1,,,0,0,,,1,,,,1,,,9,,
"NE, Cedar",,1,2,0,0,,2,1,,1,,1,6,1,,3,,,,
"NE, Chase",,1,30,2,0,3,0,0,0,0,0,2,0,0,,1,0,1,,
"NE, Cherry",,1,15,0,1,0,1,0,0,0,0,0,4,0,0,0,,0,,
"NE, Cheyenne",,0,5,,4,0,1,1,,3,,1,1,1,,,2,,,
"NE, Clay",,0,38,0,5,4,3,,,,0,1,2,2,,1,,1,,
"NE, Colfax",,1,11,1,0,2,,,,1,,4,1,,1,1,,3,,
"NE, Cuming",,1,7,0,5,4,3,,,0,,1,2,1,1,4,3,3,1,
"NE, Custer",,6,63,1,2,2,1,1,1,0,,6,2,0,2,2,1,1,1,
"NE, Dakota",,0,1,,0,,,,,,,1,2,1,,1,,0,,1
"NE, Dawes",,0,2,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,
"NE, Dawson",,7,80,5,5,9,3,1,1,0,1,4,11,5,1,1,1,7,0,0
"NE, Deuel",,0,7,1,2,,,0,1,,0,,1,,,,2,2,,
"NE, Dixon",,0,1,0,0,1,1,1,1,,0,2,0,,0,0,1,1,,
"NE, Dodge",,1,36,0,4,7,4,1,,0,1,2,4,3,1,1,1,9,,0
"NE, Douglas",,8,59,2,13,24,11,4,3,8,10,15,17,5,3,7,6,71,7,2
"NE, Dundy",,0,7,,0,,1,0,,,,,,2,,,0,,,
"NE, Fillmore",,0,23,0,3,2,0,,,,,,,2,,,1,5,0,
"NE, Franklin",,2,10,0,1,1,,,,,,,,0,,,0,2,,
"NE, Frontier",,0,7,1,,1,0,,,,,0,1,,,1,,,,
"NE, Furnas",,1,25,1,3,3,1,,,,,1,3,1,,2,,0,,
"NE, Gage",,4,30,,2,3,1,,,,,0,5,,1,1,1,2,1,
"NE, Garden",,0,18,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0
"NE, Garfield",,0,16,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,,0
"NE, Gosper",,2,3,0,,1,,,,,,1,1,1,,,,,,
"NE, Grant",,0,1,,1,,1,,,,1,,,1,,,,0,,
"NE, Greeley",,0,8,,,,,,,,,2,,2,,,,,,
"NE, Hall",,21,123,0,6,12,9,3,3,1,0,7,6,12,0,4,5,5,0,0
"NE, Hamilton",,3,51,1,6,8,1,,2,,,1,3,4,1,2,,2,,
"NE, Harlan",,2,17,0,1,2,1,,,1,,,,2,1,,0,1,,
"NE, Hayes",,0,3,,,,,,1,,,,,,,,,,,
"NE, Hitchcock",,1,9,,0,1,1,,,,,,1,,,,,,1,
"NE, Holt",,2,32,1,1,5,0,1,0,0,0,9,5,1,1,0,3,3,1,0
"NE, Hooker",,0,2,,0,,,1,,,,,1,,,,,1,,
"NE, Howard",,0,10,1,0,2,1,0,1,,,0,2,0,,1,1,1,,
"NE, Jefferson",,0,10,,1,0,1,,0,1,1,2,1,0,,0,,0,,
"NE, Johnson",,1,4,0,,,,,0,,,,,,,,,,,
"NE, Kearney",,4,30,0,2,7,,,,1,,0,2,1,,1,1,2,,
"NE, Keith",,0,34,2,5,5,2,1,,0,,1,4,1,1,2,1,,,
"NE, Keya Paha",,0,4,1,,,,1,0,,,,,,,,,,,
"NE, Kimball",,0,14,,,,,,,,,0,,,,,,,,
"NE, Knox",,2,12,,2,,1,0,,1,,7,3,,,6,0,2,,
"NE, Lancaster",,16,114,3,7,15,12,5,1,3,1,15,14,7,10,9,5,18,1,6
"NE, Lincoln",,4,126,3,2,17,11,3,2,3,0,21,13,12,0,6,1,6,2,0
"NE, Logan",,0,5,,1,,,,,,,,0,,,0,,,,1
"NE, Loup",,0,0,,0,,,,,,,,1,,,,,,,
"NE, Madison",,2,10,0,3,6,1,1,4,0,0,5,3,3,2,2,1,8,1,
"NE, Mcpherson",,0,1,,,,,,,,,0,,,,,,,,
"NE, Merrick",,5,24,,,2,3,1,,,,1,,3,1,1,,1,,
"NE, Morrill",,0,7,1,4,4,4,2,0,,,5,2,1,1,,4,2,,
"NE, Nance",,0,7,,1,1,0,,1,,,,,1,,,,1,,1
"NE, Nemaha",,0,3,0,,0,,1,,,,,1,2,,,,3,,
"NE, Nuckolls",,0,4,0,2,1,1,,,,,,0,2,2,1,,2,,
"NE, Otoe",,1,11,0,0,0,,0,,,,,,1,1,0,,3,,
"NE, Pawnee",,1,2,,,,,,,,,,,1,,,,,,
"NE, Perkins",,0,14,1,0,2,3,,3,1,,,2,,1,,1,0,,
"NE, Phelps",,3,42,2,3,8,2,0,2,1,0,1,6,1,0,1,0,0,0,0
"NE, Pierce",,0,7,,1,,0,,,,,2,1,2,,1,0,,,1
"NE, Platte",,7,38,0,8,9,5,1,3,,,0,2,6,2,1,2,4,0,0
"NE, Polk",,1,21,,2,2,1,,1,,,3,2,0,0,1,,2,,
"NE, Red Willow",,0,37,1,0,2,,0,0,0,,0,2,2,0,2,2,1,0,1
"NE, Richardson",,0,2,0,0,0,1,,0,0,0,0,0,1,0,0,,2,,
"NE, Rock",,0,4,,0,,3,,,,,,,,,,,,,
"NE, Saline",,5,19,,3,7,0,2,1,,,0,6,2,1,0,1,1,,
"NE, Sarpy",,3,9,2,3,2,1,,1,3,8,3,2,2,2,5,5,33,2,
"NE, Saunders",,2,19,2,1,3,6,1,,,,5,1,1,,1,,4,1,1
"NE, Scotts Bluff",,5,45,2,15,16,15,2,4,3,1,15,19,10,4,7,8,2,2,0
"NE, Seward",,1,24,1,0,2,1,2,1,,1,2,3,3,,0,1,,,
"NE, Sheridan",,0,9,0,5,1,4,0,0,0,,0,5,0,2,0,,,1,
"NE, Sherman",,0,14,,0,1,1,,,,,,,1,1,0,1,,,
"NE, Sioux",,0,0,0,,0,,,,,,,1,,1,,,,,
"NE, Stanton",,0,0,,0,0,0,0,,,,1,1,,,,1,,,
"NE, Thayer",,5,18,,0,2,1,,,,,0,1,2,2,,,1,,
"NE, Thomas",,0,2,,,,1,,,,,,0,,,,,,,
"NE, Thurston",,0,1,,,,0,,,,,,1,,,2,,,,
"NE, Valley",,2,20,1,0,1,2,1,0,1,1,3,3,0,,1,1,,,
"NE, Washington",,1,12,0,1,,1,,1,0,2,3,4,0,,2,0,6,2,
"NE, Wayne",,1,2,0,0,1,0,0,,,0,1,0,0,2,,0,1,,0
"NE, Webster",,0,8,1,1,0,1,2,,1,,1,3,0,1,,0,1,0,
"NE, Wheeler",,0,1,,0,,0,,,,,,,1,,,,,,
"NE, York",,3,31,0,5,4,1,1,6,0,,4,3,3,2,3,0,2,1,
"NH, Belknap",,0,1,,,,,,,,,,0,,,,,,,
"NH, Carroll",,0,,,,,,,,,,,,,,,,,,
"NH, Cheshire",,0,0,,0,,,,,,0,,1,,0,,0,0,,
"NH, Grafton",,0,0,,,,,,,,,,,,0,,,,,
"NH, Hillsborough",0,0,1,0,0,0,0,,,1,0,1,0,,0,0,0,0,0,0
"NH, Merrimack",0,0,0,0,0,0,0,,,,,,,,,,,,,
"NH, Rockingham",0,0,1,0,0,0,,0,,,0,0,0,0,0,,1,0,,
"NH, Strafford",0,0,0,,0,,,,,,,,,,,,0,,,
"NH, Sullivan",,,0,,,,,,,,,,,,,,,,,
"NJ, Atlantic",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,2,0
"NJ, Bergen",1,6,3,0,3,2,0,0,0,0,0,4,1,0,2,0,0,10,2,0
"NJ, Burlington",0,3,4,0,0,0,,2,0,2,0,3,2,0,4,0,0,3,2,0
"NJ, Camden",3,0,3,1,0,0,0,1,2,7,0,5,5,1,1,2,0,3,0,0
"NJ, Cape May",0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0
"NJ, Cumberland",0,1,1,0,,,0,0,0,1,,0,0,,5,0,0,2,0,0
"NJ, Essex",1,0,2,0,1,1,0,1,0,4,0,4,1,0,2,0,0,1,0,1
"NJ, Gloucester",0,1,2,0,0,0,0,0,0,1,0,3,1,1,2,1,1,1,1,0
"NJ, Hudson",1,1,2,0,0,0,0,1,0,2,1,1,0,2,1,0,0,4,0,0
"NJ, Hunterdon",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1,0
"NJ, Mercer",0,4,3,0,0,0,0,1,0,3,1,1,0,1,0,0,2,1,0,0
"NJ, Middlesex",2,1,1,0,0,1,1,1,0,0,1,4,0,0,2,2,1,5,0,0
"NJ, Monmouth",0,3,3,0,0,0,0,1,0,2,0,3,0,1,3,1,1,4,0,2
"NJ, Morris",0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,0,0
"NJ, Ocean",0,2,0,0,0,0,0,0,0,2,1,9,1,0,1,0,1,2,0,
"NJ, Passaic",1,0,0,0,0,0,0,0,0,3,0,4,0,0,1,1,0,3,0,0
"NJ, Salem",0,1,0,0,,0,,0,0,1,0,1,,,0,0,0,0,0,0
"NJ, Somerset",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,4,0,0
"NJ, Sussex",0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
"NJ, Union",3,0,5,0,2,1,0,1,0,1,1,1,0,1,1,3,0,1,0,0
"NJ, Warren",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,5,0,0
"NM, Bernalillo",,0,35,17,3,0,10,1,,1,,12,6,1,2,2,19,0,6,2
"NM, Catron",,,0,,0,,,,,,,,,,,,,,0,
"NM, Chaves",,0,8,1,2,0,4,1,0,2,,0,5,,1,,,0,,
"NM, Cibola",,,2,0,0,0,0,,,0,,1,,,,,,,1,
"NM, Colfax",,0,6,,1,0,,,0,,,,,1,,,,,,
"NM, Curry",,0,25,4,1,,2,,0,4,,2,5,1,,0,,,,1
"NM, De Baca",,0,2,,,,,,,,,,1,1,,,,,,
"NM, Dona Ana",,0,9,7,10,3,14,2,2,8,1,11,2,3,4,1,3,2,3,2
"NM, Eddy",,0,2,2,0,,1,,1,1,,,0,,1,,,1,,
"NM, Grant",,,0,1,0,,1,,0,,,,,1,,,,,,
"NM, Guadalupe",,,1,,,,,,,,,,,,,,,0,,
"NM, Harding",,0,0,,,,,,,,,,,1,,,,,,
"NM, Hidalgo",,,,0,,,,,,,,,,,,,,,,
"NM, Lea",,0,5,1,2,,,,1,0,,3,5,3,,,,,1,
"NM, Lincoln",,,0,,,,,,0,,,,,,,,,,,
"NM, Los Alamos",,,1,,,,,,,,,,,,,,,,,
"NM, Luna",,,0,0,1,0,0,1,,,,,2,,,,,1,0,
"NM, Mckinley",,,0,3,,,2,0,,1,,,,,,1,,,,
"NM, Mora",,,0,,,,0,,0,,,,,0,,,,,,
