county,state,stcode,ctycode,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Boulder County,Colorado,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Broomfield County,Colorado,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaffee County,Colorado,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheyenne County,Colorado,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clear Creek County,Colorado,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conejos County,Colorado,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costilla County,Colorado,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crowley County,Colorado,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Custer County,Colorado,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delta County,Colorado,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denver County,Colorado,8,31,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
Dolores County,Colorado,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Douglas County,Colorado,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Eagle County,Colorado,8,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Elbert County,Colorado,8,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Paso County,Colorado,8,41,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0
Fremont County,Colorado,8,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garfield County,Colorado,8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilpin County,Colorado,8,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand County,Colorado,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gunnison County,Colorado,8,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hinsdale County,Colorado,8,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huerfano County,Colorado,8,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson County,Colorado,8,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson County,Colorado,8,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Kiowa County,Colorado,8,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kit Carson County,Colorado,8,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake County,Colorado,8,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Plata County,Colorado,8,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Larimer County,Colorado,8,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Las Animas County,Colorado,8,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lincoln County,Colorado,8,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan County,Colorado,8,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesa County,Colorado,8,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mineral County,Colorado,8,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moffat County,Colorado,8,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montezuma County,Colorado,8,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montrose County,Colorado,8,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan County,Colorado,8,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otero County,Colorado,8,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ouray County,Colorado,8,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Park County,Colorado,8,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phillips County,Colorado,8,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitkin County,Colorado,8,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prowers County,Colorado,8,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pueblo County,Colorado,8,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rio Blanco County,Colorado,8,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rio Grande County,Colorado,8,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Routt County,Colorado,8,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saguache County,Colorado,8,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Juan County,Colorado,8,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Miguel County,Colorado,8,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedgwick County,Colorado,8,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summit County,Colorado,8,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teller County,Colorado,8,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington County,Colorado,8,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weld County,Colorado,8,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Yuma County,Colorado,8,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield County,Connecticut,9,1,1146,1313,335,330,426,355,434,530,698,331,305,225,443,437,427,310,418,289,194,116
Hartford County,Connecticut,9,3,269,293,59,73,96,132,216,291,312,187,167,143,288,291,335,229,282,217,132,70
Litchfield County,Connecticut,9,5,376,677,276,283,299,357,358,172,213,88,118,67,187,168,202,127,221,130,116,52
Middlesex County,Connecticut,9,7,163,214,83,47,118,105,157,195,196,125,109,93,181,155,241,158,163,200,119,46
New Haven County,Connecticut,9,9,479,538,71,102,175,152,377,393,460,240,249,213,388,459,474,351,375,333,211,94
New London County,Connecticut,9,11,448,641,170,181,312,317,407,286,579,340,314,263,402,406,421,250,269,387,254,137
Tolland County,Connecticut,9,13,219,332,121,98,138,191,227,273,297,161,217,129,255,233,211,155,133,138,107,26
Windham County,Connecticut,9,15,375,488,236,187,189,147,178,121,275,148,128,122,184,162,197,148,122,149,93,70
Kent County,Delaware,10,1,22,33,33,148,177,114,155,119,181,127,133,110,78,76,58,74,105,75,79,37
New Castle County,Delaware,10,3,102,132,128,105,312,285,441,519,622,396,552,398,299,259,283,269,312,285,407,229
Sussex County,Delaware,10,5,28,29,51,20,107,67,92,104,160,96,154,123,103,50,58,104,146,127,130,57
District of Columbia,District of Columbia,11,1,17,25,14,16,10,62,116,74,61,42,0,0,35,40,121,103,84,79,100,120
Alachua County,Florida,12,1,0,0,0,6,0,0,1,3,1,1,2,3,0,0,4,3,1,0,0,0
Baker County,Florida,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Bay County,Florida,12,5,0,1,0,0,0,0,0,0,1,0,1,0,4,2,1,2,2,0,0,1
Bradford County,Florida,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brevard County,Florida,12,9,1,1,1,2,0,0,0,3,1,3,4,2,7,4,3,8,4,9,3,3
Broward County,Florida,12,11,0,0,0,0,1,1,1,1,4,3,3,2,1,1,9,17,12,5,7,1
Calhoun County,Florida,12,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Charlotte County,Florida,12,15,0,2,2,1,3,0,2,0,0,2,1,0,0,4,0,6,0,0,1,0
Citrus County,Florida,12,17,1,5,2,0,1,0,0,0,4,2,3,3,1,0,2,0,2,2,2,4
Clay County,Florida,12,19,0,0,0,1,0,0,0,0,0,0,0,1,2,3,0,4,0,0,0,2
Collier County,Florida,12,21,1,1,1,0,1,0,0,0,0,1,1,5,6,2,7,9,5,6,1,0
Columbia County,Florida,12,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1
DeSoto County,Florida,12,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
Dixie County,Florida,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Duval County,Florida,12,31,1,3,0,2,0,1,0,3,1,4,3,2,1,1,4,8,3,5,3,5
Escambia County,Florida,12,33,0,3,0,0,1,0,0,3,1,1,0,0,6,2,2,1,0,1,5,4
Flagler County,Florida,12,35,0,1,0,0,0,0,0,3,1,1,4,3,1,3,0,0,0,1,1,0
Franklin County,Florida,12,37,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
Gadsden County,Florida,12,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Gilchrist County,Florida,12,41,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Glades County,Florida,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gulf County,Florida,12,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hamilton County,Florida,12,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardee County,Florida,12,49,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
Hendry County,Florida,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hernando County,Florida,12,53,0,0,0,0,0,0,2,2,1,1,0,0,0,0,2,1,2,0,3,0
Highlands County,Florida,12,55,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,1,0,3,0
Hillsborough County,Florida,12,57,3,2,3,1,7,2,1,2,11,4,7,9,11,11,12,7,12,7,5,2
Holmes County,Florida,12,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Indian River County,Florida,12,61,1,2,1,4,0,1,0,3,3,1,0,2,3,6,3,7,3,2,16,7
Jackson County,Florida,12,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson County,Florida,12,65,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Lafayette County,Florida,12,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake County,Florida,12,69,1,1,2,1,0,0,0,0,0,1,1,3,0,3,6,2,3,6,3,3
Lee County,Florida,12,71,1,1,1,2,2,3,3,3,11,8,9,8,13,7,17,20,9,11,16,4
Leon County,Florida,12,73,0,3,0,0,0,0,0,0,0,0,3,1,2,0,2,1,3,1,1,1
Levy County,Florida,12,75,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
Liberty County,Florida,12,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison County,Florida,12,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manatee County,Florida,12,81,0,3,0,0,3,0,2,3,4,0,4,2,6,1,5,7,12,4,2,0
Marion County,Florida,12,83,0,1,1,0,2,0,1,5,2,5,7,4,3,3,8,11,11,7,5,11
Martin County,Florida,12,85,0,0,0,2,2,2,4,2,4,4,2,1,1,6,5,6,9,3,4,8
Miami-Dade County,Florida,12,86,6,3,6,5,1,0,0,7,8,6,5,13,8,16,10,7,21,8,6,3
Monroe County,Florida,12,87,1,2,0,0,1,0,0,1,0,1,0,0,2,1,0,4,2,1,0,1
Nassau County,Florida,12,89,0,3,3,0,1,0,0,0,1,0,1,0,1,1,1,2,1,3,1,0
Okaloosa County,Florida,12,91,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,4,7,6,3,1
Okeechobee County,Florida,12,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
Orange County,Florida,12,95,3,5,1,3,0,2,2,3,6,4,3,3,4,2,7,5,8,5,3,2
Osceola County,Florida,12,97,0,1,0,0,1,3,0,0,0,1,0,1,3,0,2,3,6,6,4,4
Palm Beach County,Florida,12,99,6,7,5,3,5,5,4,8,8,1,16,4,6,14,10,0,15,15,18,16
Pasco County,Florida,12,101,0,8,0,2,0,0,0,0,5,4,4,3,2,6,6,7,4,5,4,4
Pinellas County,Florida,12,103,5,10,6,4,4,3,4,8,6,4,9,6,7,5,4,16,17,12,19,11
Polk County,Florida,12,105,0,1,1,0,0,0,0,4,4,1,3,3,1,6,8,11,6,4,1,0
Putnam County,Florida,12,107,1,0,0,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
St. Johns County,Florida,12,109,1,1,0,0,0,0,1,5,2,1,3,4,4,6,5,4,2,9,4,4
St. Lucie County,Florida,12,111,0,0,0,0,0,2,0,0,2,2,1,7,4,3,1,2,4,3,2,1
Santa Rosa County,Florida,12,113,0,0,0,0,0,0,0,0,2,2,1,0,2,2,1,2,1,2,0,0
Sarasota County,Florida,12,115,4,3,6,3,5,3,0,11,8,3,1,6,11,8,7,10,5,7,6,10
Seminole County,Florida,12,117,0,0,0,0,0,4,0,0,3,1,0,3,4,5,2,2,4,3,4,3
Sumter County,Florida,12,119,0,0,0,0,0,0,0,0,0,1,5,1,3,3,2,4,2,2,3,1
Suwannee County,Florida,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Taylor County,Florida,12,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union County,Florida,12,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volusia County,Florida,12,127,3,4,0,0,2,1,0,3,2,2,7,6,4,11,5,7,4,4,2,0
Wakulla County,Florida,12,129,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Walton County,Florida,12,131,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
Washington County,Florida,12,133,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Appling County,Georgia,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Atkinson County,Georgia,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacon County,Georgia,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baker County,Georgia,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baldwin County,Georgia,13,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Banks County,Georgia,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barrow County,Georgia,13,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Bartow County,Georgia,13,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ben Hill County,Georgia,13,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Berrien County,Georgia,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bibb County,Georgia,13,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2
Bleckley County,Georgia,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brantley County,Georgia,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brooks County,Georgia,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan County,Georgia,13,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bulloch County,Georgia,13,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Burke County,Georgia,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butts County,Georgia,13,35,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Calhoun County,Georgia,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camden County,Georgia,13,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Candler County,Georgia,13,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carroll County,Georgia,13,45,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Catoosa County,Georgia,13,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Charlton County,Georgia,13,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chatham County,Georgia,13,51,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0
Chattahoochee County,Georgia,13,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chattooga County,Georgia,13,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cherokee County,Georgia,13,57,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Clarke County,Georgia,13,59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Clay County,Georgia,13,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clayton County,Georgia,13,63,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Clinch County,Georgia,13,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cobb County,Georgia,13,67,0,1,1,2,2,0,2,2,1,1,5,2,0,0,0,0,0,4,2,2
Coffee County,Georgia,13,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colquitt County,Georgia,13,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbia County,Georgia,13,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
Cook County,Georgia,13,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coweta County,Georgia,13,77,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
Crawford County,Georgia,13,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Crisp County,Georgia,13,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dade County,Georgia,13,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dawson County,Georgia,13,85,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decatur County,Georgia,13,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DeKalb County,Georgia,13,89,0,0,1,1,0,1,1,2,3,1,3,0,0,0,0,0,1,0,1,1
Dodge County,Georgia,13,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dooly County,Georgia,13,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dougherty County,Georgia,13,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Douglas County,Georgia,13,97,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Early County,Georgia,13,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Echols County,Georgia,13,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Effingham County,Georgia,13,103,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Elbert County,Georgia,13,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emanuel County,Georgia,13,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Evans County,Georgia,13,109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fannin County,Georgia,13,111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fayette County,Georgia,13,113,0,0,1,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,1
Floyd County,Georgia,13,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Forsyth County,Georgia,13,117,0,1,0,0,0,0,2,0,1,1,1,2,0,1,0,0,0,1,1,0
Franklin County,Georgia,13,119,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
Fulton County,Georgia,13,121,0,0,1,0,0,2,1,1,6,1,2,1,1,0,0,0,0,0,3,1
Gilmer County,Georgia,13,123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Glascock County,Georgia,13,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glynn County,Georgia,13,127,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Gordon County,Georgia,13,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grady County,Georgia,13,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greene County,Georgia,13,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gwinnett County,Georgia,13,135,0,0,0,0,0,0,0,3,3,1,1,2,2,1,1,0,0,2,1,1
Habersham County,Georgia,13,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hall County,Georgia,13,139,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,1,0,2
Hancock County,Georgia,13,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Haralson County,Georgia,13,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harris County,Georgia,13,145,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Hart County,Georgia,13,147,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heard County,Georgia,13,149,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Henry County,Georgia,13,151,0,0,1,0,0,0,0,2,6,2,0,1,1,0,0,0,0,0,0,1
Houston County,Georgia,13,153,0,0,0,0,0,0,0,1,2,0,4,1,0,0,0,0,0,0,0,7
Irwin County,Georgia,13,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson County,Georgia,13,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasper County,Georgia,13,159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jeff Davis County,Georgia,13,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson County,Georgia,13,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jenkins County,Georgia,13,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnson County,Georgia,13,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jones County,Georgia,13,169,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Lamar County,Georgia,13,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lanier County,Georgia,13,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurens County,Georgia,13,175,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0
Lee County,Georgia,13,177,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Liberty County,Georgia,13,179,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lincoln County,Georgia,13,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long County,Georgia,13,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lowndes County,Georgia,13,185,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Lumpkin County,Georgia,13,187,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McDuffie County,Georgia,13,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McIntosh County,Georgia,13,191,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Macon County,Georgia,13,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison County,Georgia,13,195,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Marion County,Georgia,13,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meriwether County,Georgia,13,199,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Miller County,Georgia,13,201,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mitchell County,Georgia,13,205,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Monroe County,Georgia,13,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Montgomery County,Georgia,13,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan County,Georgia,13,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murray County,Georgia,13,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muscogee County,Georgia,13,215,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Newton County,Georgia,13,217,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,1,1,2,0
Oconee County,Georgia,13,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oglethorpe County,Georgia,13,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paulding County,Georgia,13,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Peach County,Georgia,13,225,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pickens County,Georgia,13,227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Pierce County,Georgia,13,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pike County,Georgia,13,231,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Polk County,Georgia,13,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulaski County,Georgia,13,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
